FID,STATION_NA,DIVISION_H,STN_CODE,ADDRESS,COUNTY,STATION_IN,IG_EAST,IG_NORTH,ITM_EAST,ITM_NORTH,LONGITUDE,LATITUDE,FULL_TIME_,AREA_CODE,PHONE_NUMB,STATION_TY
239,WILLIAMSTOWN,MURROUGH,5801G,"Corralough, Williamstown, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Williamstown.html,161825,269848,561784,769868,-8.578412,53.677145,0,094,9643002,Sub-District
240,WOODFORD,MURROUGH,5304L,"Woodford, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Woodford.html,173214,199702,573171,699737,-8.400132,53.047611,0,090,9749002,Sub-District
241,LITTLETON,ENNIS,3607B,TIPPERARY,GS,https://www.garda.ie/en/Contact-Us/Station-Directory/Littleton.html,217994,154377,617940,654421,-7.734927,52.640702,0,0504,6723255,Sub-District
242,ANNASCAUL,TRALEE,4638H,"Maine Street, Annascaul, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Annascaul.html,59567,101995,459548,602051,-10.052538,52.152418,0,066,9157102,Sub-District
243,ARDFERT,TRALEE,4601K,"Farranwilliam, Ardfert, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ardfert.html,78762,120534,478739,620586,-9.778885,52.323486,0,066,7134133,Sub-District
244,BALLYBUNNION,TRALEE,4773B,"Main St, Ballybunion, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballybunion.html,86652,141250,486627,641298,-9.670238,52.511257,0,068,27104,Sub-District
245,BALLYDUFF,TRALEE,4774M,"Main St, Ballyduff, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyduff-Co-Kerry.html,86995,135074,486970,635123,-9.663104,52.455853,0,066,7131122,Sub-District
246,BALLYFERRITER,TRALEE,4639F,"Gort More, Ballyferriter",KERRY,https://www.garda.ie/en/contact-us/station-directory/baile-an-fheirtearaigh-ballyferriter-.html,35414,104242,435401,604297,-10.406194,52.165926,0,066,9156111,Sub-District
247,BALLYHEIGUE,TRALEE,4771F,"Buncurrig, Ballyheigue, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyheigue.html,75635,127925,475613,627975,-9.827458,52.389174,0,066,7133122,Sub-District
248,BARRADUFF,TRALEE,4706F,"Barraduff, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Barraduff.html,108078,90547,508048,590605,-9.340943,52.059764,0,064,7754002,Sub-District
249,CAHERCIVEEN,TRALEE,4650G,"Fairgreen, Caherciveen, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Caherciveen.html,47419,79475,447403,579536,-10.219833,51.946966,1,066,9473600,District HQ
250,CASTLEGREGORY,TRALEE,4637L,"Main St, Castlegregory, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Castlegregory.html,62067,113254,462047,613307,-10.020617,52.254163,0,066,7139690,Sub-District
251,CASTLEISLAND,TRALEE,4703A,"Church Street, Castleisland, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Castleisland.html,99783,109744,499755,609798,-9.467496,52.230794,0,066,7141204,Sub-District
252,CASTLEMAINE,TRALEE,4658B,"Meanus, Tralee Rd, Castlemaine, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Castlemaine.html,83700,103354,483675,603409,-9.700593,52.170229,0,066,9767317,Sub-District
253,DINGLE,TRALEE,4635C,"Bridge St, Dingle, Co. Kerry",KERRY,https://www.garda.ie/en/contact-us/station-directory/daingean-ui-chuis-dingle-.html,44605,100974,444589,601030,-10.270497,52.139247,0,066,9151522,Sub-District
254,FARRANFORE,TRALEE,4704L,"Farranfore, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Farranfore.html,94027,103252,494000,603307,-9.549687,52.171391,0,066,9764111,Sub-District
255,GLENBEIGH,TRALEE,4653A,"The Village, Glenbeigh, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Glenbeigh.html,67187,91175,467166,591234,-9.937063,52.057123,0,066,9768202,Sub-District
256,KENMARE,TRALEE,4702C,"Shelbourne St, Kenmare, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kenmare.html,91133,70711,491106,570774,-9.581625,51.878502,0,064,6641177,Sub-District
257,KILLARNEY,TRALEE,4700G,"New Road, Killarney, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Killarney.html,96326,91071,496298,591129,-9.512388,52.062403,1,064,6671160,District HQ
258,KILLORGLIN,TRALEE,4655H,"The Square, Killorglin, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Killorglin.html,77604,96405,477581,596462,-9.787144,52.106496,0,066,9790500,Sub-District
259,KNOCKNAGOSHEL,TRALEE,4776G,"Knocknagoshel, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Knocknagoshell.html,105611,120746,505582,620798,-9.385306,52.330666,0,068,46102,Sub-District
260,LISTOWEL,TRALEE,4770H,"56 Church St, Listowel",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Listowel.html,99155,133839,499127,633888,-9.483916,52.447132,1,068,50820,District HQ
261,LIXNAW,TRALEE,4777E,"Lixnaw, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Lixnaw.html,90024,129241,489998,629291,-9.616641,52.404074,0,066,7132122,Sub-District
262,PORTMAGEE,TRALEE,4654L,"The Village, Portmagee, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Portmagee.html,37438,72907,437423,572969,-10.36178,51.885159,0,066,9477102,Sub-District
263,RATHMORE,MACROOM (Temp),4507A,"Rathmore, Co. Cork",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathmore.html,116814,93121,516782,593179,-9.214231,52.084275,0,074,9158113,Sub-District
264,SNEEM,TRALEE,4657D,"Inchinallega West, Sneem, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Sneem.html,68822,66838,468800,566902,-9.90396,51.838914,0,064,6645111,Sub-District
265,TARBERT,TRALEE,4779A,"Main St, Tarbert",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Tarbert.html,106797,147669,506768,647715,-9.375422,52.572734,0,068,36101,Sub-District
266,TRALEE,TRALEE,4600M,"New Road, Tralee, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Tralee.html,83396,114411,483372,614464,-9.708839,52.269488,1,066,7102300,District HQ
267,WATERVILLE,TRALEE,4656F,"New Line, Waterville, Co. Kerry",KERRY,https://www.garda.ie/en/Contact-Us/Station-Directory/Waterville.html,50174,66489,450156,566552,-10.174173,51.831085,0,066,9474111,Sub-District
268,ATHY,PORT LAOISE,2806A,"Green Alley, Athy, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Athy.html,267993,193718,667929,693754,-6.988236,52.990206,0,059,8634210,Sub-District
269,CARBURY,PORT LAOISE,2777D,"Carbury, Co. Carlow",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Carbury.html,270878,232525,670814,732552,-6.936698,53.338463,0,046,9553002,Sub-District
270,CASTLEDERMOT,PORT LAOISE,2807L,"Castledermot, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Castledermot.html,277476,184847,677409,684884,-6.849182,52.909221,0,059,9144112,Sub-District
271,CELBRIDGE,PORT LAOISE,2701D,"Maynooth Road, Celbridge, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Celbridge.html,297174,233606,697104,733633,-6.541734,53.343999,0,01,6012370,Sub-District
272,CLANE,PORT LAOISE,2702B,"Main Street, Clane, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Clane.html,287676,227817,687607,727845,-6.685898,53.293654,0,045,868262,Sub-District
273,KILCOCK,PORT LAOISE,2043E,"Church Street, Kilcock",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilcock.html,288341,240096,688273,740122,-6.672497,53.403846,0,01,6757390,Sub-District
274,KILCULLEN,PORT LAOISE,2772C,"Main Street, Kilcullen, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilcullen.html,283951,209436,683883,709468,-6.746572,53.12914,0,045,481212,Sub-District
275,KILDARE,PORT LAOISE,2770G,"Dublin Road, Kildare, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Kildare.html,273149,212253,673084,712284,-6.907264,53.156035,1,045,527730,District HQ
276,LEIXLIP,PORT LAOISE,1711F,"Leixlip, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Leixlip.html,300015,236268,699944,736294,-6.49825,53.367378,1,01,6667800,District HQ
277,MAYNOOTH,PORT LAOISE,2704K,"Leinster Street, Maynooth, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Maynooth.html,293699,237635,693629,737660,-6.5927,53.380813,0,01,6292380,Sub-District
278,MONASTEREVIN,PORT LAOISE,2773A,"Main Street, Monasterevin, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Monasterevin.html,263312,210127,663249,710159,-7.054709,53.138195,0,045,525322,Sub-District
279,NAAS,PORT LAOISE,2700F,"Kilcullen Road, Naas, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Naas.html,289174,218612,689106,718642,-6.666007,53.210722,1,045,884300,District HQ
280,NEWBRIDGE,PORT LAOISE,2774L,"Main Street, Newbridge, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Newbridge.html,280576,215199,680509,715230,-6.795531,53.181435,1,045,440180,Sub-District
281,RATHANGAN,PORT LAOISE,2775H,"Rathangan, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathangan.html,267007,219519,666944,719548,-6.997539,53.222117,0,045,524353,Sub-District
282,ROBERTSTOWN,PORT LAOISE,2771E,"Robertstown, Co. Kildare",KILDARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Robertstown.html,279018,225057,678951,725085,-6.816396,53.27022,0,045,860202,Sub-District
283,BALLYHALE,WATERFORD,3574B,"Main St, Ballyhale",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyhale.html,254315,135462,654253,635510,-7.201527,52.468333,0,056,7768602,Sub-District
284,BENNETTSBRIDGE,WATERFORD,3571H,"Thomastown Rd, Bennetsbridge",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Bennetsbridge.html,255404,149049,655342,649094,-7.183241,52.590303,0,056,7727112,Sub-District
285,CALLAN,WATERFORD,3502E,"Green St, Callan",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Callan.html,241366,143576,641307,643623,-7.391039,52.542375,0,056,7725232,Sub-District
286,CASTLECOMER,WATERFORD,3503C,"Barrack Hill, Castlecomer",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Castlecomer.html,253366,172283,653305,672323,-7.209541,52.799265,0,056,4440650,Sub-District
287,FERRYBANK,WATERFORD,3302B,"Ferrybank, Waterford City, Co. Waterford",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ferrybank.html,261421,113190,661359,613243,-7.101039,52.267457,0,051,832570,Sub-District
288,FRESHFORD,WATERFORD,3501G,"Kilkenny Rd, Freshford",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Freshford.html,240959,164725,640901,664767,-7.39441,52.73244,0,056,8832122,Sub-District
289,GLENMORE,WATERFORD,3305G,"Glenmore, Co Waterford",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Glenmore.html,266278,122867,666214,622917,-7.028012,52.35384,0,051,880122,Sub-District
290,GORESBRIDGE,WATERFORD,3504A,"Goresbridge, Co. Kilkenny",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Goresbridge.html,268138,153632,668073,653676,-6.994435,52.630035,0,059,9775202,Sub-District
291,GRAIGUENAMANAGH,WATERFORD,3572F,"Upper Main St, Graiguenamanagh",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Graiguenamanagh.html,270829,143924,670764,643970,-6.956768,52.542471,0,059,9725750,Sub-District
292,KILKENNY,WATERFORD,3500K,"Dominic Street, Kilkenny",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilkenny.html,250149,155908,650089,655951,-7.259723,52.65244,1,056,7775000,District HQ
293,KILMACOW,WATERFORD,3306E,"Kilmacow, Co. Waterford",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilmacow.html,256323,118372,656262,618424,-7.174842,52.314568,0,051,885112,Sub-District
294,KILMOGANNY,WATERFORD,3576K,"Carrick Rd, Kilmoganny",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilmoganny.html,245640,134549,645580,634597,-7.329284,52.46092,0,051,648002,Sub-District
295,MOONCOIN,WATERFORD,3304K,"Moincoin, Co. Waterford",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Mooncoin.html,250720,116101,650660,616154,-7.257334,52.294707,0,051,895122,Sub-District
296,MULLINAVAT,WATERFORD,3577G,"Mullinavat, Co. Kilkenny",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Mullinavat.html,256441,124140,656379,624191,-7.172155,52.366384,0,051,898122,Sub-District
297,PILTOWN,WATERFORD,3676E,"Piltown, Co. Tippereary",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Piltown.html,246014,122189,645955,622240,-7.325473,52.349824,0,051,643102,Sub-District
298,STONEYFORD,WATERFORD,3573D,"Main St, Stoneyford",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Stonyford.html,252395,143015,652334,643062,-7.228582,52.536386,0,056,7728232,Sub-District
299,THOMASTOWN,WATERFORD,3570L,"Low St, Thomastown",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Thomastown.html,258413,142256,658351,642302,-7.140031,52.528949,1,056,7754150,District HQ
300,URLINGFORD,WATERFORD,3606D,"Urlingford, Co. Kilkenny",KILKENNY,https://www.garda.ie/en/Contact-Us/Station-Directory/Urlingford.html,228420,163485,628364,663527,-7.58013,52.722103,0,056,8831133,Sub-District
301,ABBEYLEIX,PORT LAOISE,2570D,"Abbeyleix, Co. Laois",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Abbeyleix.html,244196,184819,644137,684857,-7.343784,52.912735,1,057,8730580,District HQ
302,ARLES,PORT LAOISE,2575E,"Ballickmoyler, Co.Carlow",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Arles.html,266084,182647,666020,682685,-7.018923,52.890977,0,059,9147628,Sub-District
303,BALLYLYNAN,PORT LAOISE,2574G,"Ballylinan, Co. Kildare",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballylinan.html,264370,188409,664307,688446,-7.043236,52.942954,0,059,8625112,Sub-District
304,BORRIS IN OSSORY,PORT LAOISE,2577A,"Borris-in-ossory, Co. Laois",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Borris-in-Ossory.html,225006,187638,624952,687675,-7.628803,52.939297,0,0505,41122,Sub-District
305,CLONASLEE,PORT LAOISE,2505D,"Main St,Clonaslee,Co.Laois",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Clonaslee.html,231761,210974,631705,711006,-7.526043,53.148619,0,057,8628022,Sub-District
306,DURROW,PORT LAOISE,2572M,"Durrow, Co. Laois",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Durrow.html,240741,177168,640683,677207,-7.396091,52.844258,0,057,8736113,Sub-District
307,MOUNTMELLICK,PORT LAOISE,2501A,"Wolfe Tone St, Mountmellick",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Mountmellick.html,244565,207755,644505,707788,-7.335148,53.118781,0,057,8624140,Sub-District
308,MOUNTRATH,PORT LAOISE,2502L,"Patrick St, Mountrath",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Mountrath.html,235093,194251,635036,694286,-7.478072,52.998152,0,057,8732236,Sub-District
309,PORTARLINGTON,PORT LAOISE,2503H,"Main ST, Portarlington",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Portarlington.html,254379,212351,654318,712382,-7.187796,53.159159,0,057,8623112,Sub-District
310,PORTLAOISE,PORT LAOISE,2500C,"Abbeyleix Rd, Portlaois",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Portlaoise.html,246806,198079,646746,698113,-7.303082,53.03165,1,057,8674100,District HQ
311,RATHDOWNEY,PORT LAOISE,2573K,"Rathdowney, Co. Laois",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathdowney.html,227140,178459,627084,678497,-7.597837,52.856712,0,0505,46122,Sub-District
312,STRADBALLY,PORT LAOISE,2504F,"Main St, Stradbally",LAOIS,https://www.garda.ie/en/Contact-Us/Station-Directory/Stradbally-Co-Laois.html,256987,196633,656925,696668,-7.151602,53.017674,0,057,8625222,Sub-District
313,BALLINAMORE,LETTERKENNY,6905A,"Ballinamore, Co. Leitrim",LEITRIM,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballinamore.html,213346,311725,613294,811735,-7.796969,54.054599,0,071,9644002,Sub-District
314,CARRICK ON SHANNON,LETTERKENNY,6300B,"Shannon Lodge, Carrick-On-Shannon",LEITRIM,https://www.garda.ie/en/Contact-Us/Station-Directory/Carrick-on-Shannon.html,194129,299437,594081,799450,-8.09015,53.944337,1,071,9650510,District HQ
315,CARRIGALLEN,LETTERKENNY,6906L,"Carrigallen, Leitrim",LEITRIM,https://www.garda.ie/en/Contact-Us/Station-Directory/Carrigallen.html,223231,302970,623177,802982,-7.646708,53.975591,0,049,4339602,Sub-District
316,DRUMSHAMBO,LETTERKENNY,6303G,"Barrack St, Drumshambo, Co.Leitrim",LEITRIM,https://www.garda.ie/en/Contact-Us/Station-Directory/Drumshambo.html,197430,310806,597382,810816,-8.039977,54.046503,0,071,9641002,Sub-District
317,KINLOUGH,LETTERKENNY,6373H,"Main St, Kinlough",LEITRIM,https://www.garda.ie/en/Contact-Us/Station-Directory/Kinlough.html,181432,355287,581388,855288,-8.286956,54.445777,0,071,9841412,Sub-District
318,MANORHAMILTON,LETTERKENNY,6370C,"Sligo Rd, Manorhamilton",LEITRIM,https://www.garda.ie/en/Contact-Us/Station-Directory/Manorhamilton.html,188428,339522,588382,839526,-8.178512,54.304359,1,071,9820620,District HQ
319,MOHILL,LETTERKENNY,6305C,"Main St, Mohill, Co. Leitrim",LEITRIM,https://www.garda.ie/en/Contact-Us/Station-Directory/Mohill.html,208717,296825,608666,796838,-7.868075,53.920831,0,071,9631002,Sub-District
320,ABBEYFEALE,HENRY STREET,4971K,"Killarney Rd, Abbeyfeale",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Abbeyfeale.html,112219,126928,512189,626978,-9.290012,52.387297,0,068,30010,Sub-District
321,ADARE,HENRY STREET,4881L,"Main St, Adare, Co.Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Adare.html,146337,146092,546299,646138,-8.792065,52.563903,0,061,396216,Sub-District
322,ASKEATON,HENRY STREET,4880A,"Clounreask, Askeaton",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Askeaton.html,133764,150287,533728,650332,-8.978285,52.600208,1,061,601630,District HQ
323,ATHEA,HENRY STREET,4977H,"Colbert St, Athea, Co.Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Athea.html,112536,135006,512506,635054,-9.28747,52.459923,0,068,42102,Sub-District
324,BALLINGARRY,HENRY STREET,4973E,"Knight St, Ballingarry",LIMERICK,https://www.garda.ie/en/contact-us/station-directory/ballingarry-limerick.html,141415,135935,541378,635983,-8.862845,52.47213,0,069,68103,Sub-District
325,BALLYLANDERS,HENRY STREET,4902F,"Main St, Ballylanders",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballylanders.html,176519,124355,576475,624406,-8.34547,52.370709,0,062,46622,Sub-District
326,BALLYNEETY,HENRY STREET,4876C,"Ballyneety, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyneety.html,162853,149652,562811,649697,-8.548932,52.597271,0,061,351102,Sub-District
327,BRUFF,HENRY STREET,4900L,"Main St, Bruff, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Bruff.html,162884,136304,562843,636352,-8.546975,52.47733,1,061,382940,District HQ
328,BRUREE,HENRY STREET,4905M,"Kilmallock Road, Bruree",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Bruree.html,155801,130334,555761,630384,-8.650418,52.42316,0,063,90502,Sub-District
329,CAHERCONLISH,HENRY STREET,4877A,"Caherconlish, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Caherconlish.html,168230,149230,568187,649275,-8.469536,52.593816,0,061,351202,Sub-District
330,CAPPAMORE,HENRY STREET,4912C,"Main St, Cappamore",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Cappamore.html,177122,151501,577077,651546,-8.338486,52.614671,0,061,381202,Sub-District
331,CASTLECONNELL,HENRY STREET,4802L,"Cloon & Commons, Castleconnell",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Castleconnell.html,166361,162551,566319,662594,-8.49847,52.713406,0,061,377105,Sub-District
332,CROOM,HENRY STREET,4883F,"Main St, Croom, Co.Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Croom.html,151259,141377,551220,641424,-8.718798,52.522001,0,061,397240,Sub-District
333,DROMCOLLOGHE,HENRY STREET,4177G,"Dromollogher, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Dromcollogher.html,137937,121074,537901,621126,-8.911261,52.338222,0,069,6383002,Sub-District
334,FOYNES,HENRY STREET,4884D,"Main St, Foynes, Co.Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Foynes.html,125284,151469,525251,651514,-9.10367,52.60973,0,069,65122,Sub-District
335,GLIN,HENRY STREET,4885B,"Main St, Glin, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Glin.html,112955,147205,512924,647251,-9.284509,52.569586,0,068,34100,Sub-District
336,HENRY STREET,HENRY STREET,4800C,"102 Henry Street, Limerick, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Henry-Street.html,157331,156861,557291,656905,-8.631345,52.66164,1,061,212400,Division HQ
337,HOSPITAL,HENRY STREET,4903D,"Main St, Hospital, Co.Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Hospital.html,170664,136018,570621,636067,-8.432453,52.475237,0,061,383102,Sub-District
338,KILMALLOCK,HENRY STREET,4906K,"Ashill, Kilmallock, Co.Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilmallock.html,160858,127534,560817,627584,-8.575769,52.398381,0,063,98018,Sub-District
339,MAYORSTONE,HENRY STREET,4804F,"58 Cratloe Road, Limerick, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Mayorstone-Park.html,156437,158214,556396,658257,-8.64474,52.673726,0,061,456980,Sub-District
340,MURROE,HENRY STREET,4913A,"Murroe, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Murroe.html,173032,155418,572988,655462,-8.399188,52.649681,0,061,386102,Sub-District
341,NEWCASTLE WEST,HENRY STREET,4970M,"Churchtown, Newcastlewest",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Newcastlewest.html,127825,134070,527791,634118,-9.062395,52.453746,1,069,20650,District HQ
342,OOLA,HENRY STREET,3876H,"Oola, Co. Tipperary",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Oola.html,182426,142055,582380,642102,-8.259684,52.52999,0,062,47641,Sub-District
343,PALLASGREEN,HENRY STREET,4907G,"Garranemore, Pallasgreen",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Pallasgreen.html,176097,144119,576053,644165,-8.353081,52.54829,0,061,384102,Sub-District
344,PALLASKENRY,HENRY STREET,4882H,"Main St, Pallaskenry",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Pallaskenry.html,141389,154679,541352,654724,-8.866541,52.64055,0,061,393102,Sub-District
345,PATRICKSWELL,HENRY STREET,4872M,"Patrickswell, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Patrickswell.html,151737,149580,551698,649626,-8.712941,52.595751,0,061,355103,Sub-District
346,RATHKEALE,HENRY STREET,4887K,"Lower Main St, Rathkeale",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathkeale.html,136312,141701,536276,641748,-8.939033,52.523368,0,069,63222,Sub-District
347,ROXBORO ROAD,HENRY STREET,4870D,"Roxboro Road, Limerick, Co. Limerick",LIMERICK,https://www.garda.ie/en/Contact-Us/Station-Directory/Roxboro-Road.html,158432,155641,558392,655685,-8.61491,52.650763,1,061,214340,District HQ
348,BALLYMAHON,CASTLEBAR,2376M,"Ballymahon, Co. Longford",LONGFORD,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballymahon.html,215897,256827,615844,756849,-7.760849,53.56131,0,090,6432303,Sub-District
349,DRUMLISH,CASTLEBAR,2401E,"Drumlish, Co. Longford",LONGFORD,https://www.garda.ie/en/Contact-Us/Station-Directory/Drumlish.html,215464,285808,615411,785824,-7.765943,53.821699,0,043,3324102,Sub-District
350,EDGEWORTHSTOWN,CASTLEBAR,2472D,"Granard Road, Edgewardstown, Co. Longford",LONGFORD,https://www.garda.ie/en/Contact-Us/Station-Directory/Edgeworthstown.html,226076,271817,626021,771835,-7.60599,53.695578,0,043,6671002,Sub-District
351,GRANARD,CASTLEBAR,2470H,"Barrack Street, Granard, Co. Longford",LONGFORD,https://www.garda.ie/en/Contact-Us/Station-Directory/Granard.html,233393,281099,633336,781115,-7.494222,53.778552,1,043,6687660,District HQ
352,KEENAGH,CASTLEBAR,2402C,"Kenagh, Co. Longford",LONGFORD,https://www.garda.ie/en/Contact-Us/Station-Directory/Kenagh.html,212284,263566,612232,763586,-7.815098,53.621951,0,043,3322102,Sub-District
353,LANESBORO,CASTLEBAR,2405H,"Lanesboro, Co. Longford",LONGFORD,https://www.garda.ie/en/Contact-Us/Station-Directory/Lanesboro.html,201022,269010,600972,769029,-7.985285,53.671004,0,043,3321102,Sub-District
354,LONGFORD,CASTLEBAR,2400G,"Battery Road, Longford",LONGFORD,https://www.garda.ie/en/Contact-Us/Station-Directory/Longford.html,213158,275874,613106,775892,-7.80138,53.73251,1,043,3350570,District HQ
355,SMEAR,CASTLEBAR,2473B,"Smear, Co. Longford",LONGFORD,https://www.garda.ie/en/Contact-Us/Station-Directory/Smear.html,226257,290182,626202,790197,-7.601682,53.860567,0,043,6684102,Sub-District
356,ARDEE,DROGHEDA,2271C,"Jervis Street, Co. Louth",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Ardee.html,296047,290467,695978,790481,-6.541139,53.854914,1,041,6853222,District HQ
357,BLACKROCK,DROGHEDA,2076A,"Sandy Lane, Blackrock",LOUTH,https://www.garda.ie/en/Contact-Us/Station-Directory/Blackrock-Co-Louth.html,307145,302828,707073,802840,-6.368241,53.963757,0,042,9322194,Sub-District
